Somateria fischeri,"Eider, spectacled",Threatened
Polysticta stelleri,"Eider, Steller's [AK Breeding DPS]",Threatened
Chasiempis ibidis,"Elepaio, Oahu",Endangered
Falco peregrinus peregrinus,"Falcon, Eurasian peregrine",Endangered
Falco femoralis septentrionalis,"Falcon, northern aplomado",Endangered
Falco femoralis septentrionalis,"Falcon, northern aplomado",XN
Telespyza cantans,"Finch, Laysan (honeycreeper)",Endangered
Telespyza ultima,"Finch, Nihoa (honeycreeper)",Endangered
Pyriglena atra,"Fire-eye, fringed-backed",Endangered
Phoenicoparrus andinus,"Flamingo, Andean",Endangered
Empidonax euleri johnstonei,"Flycatcher, Euler's",Endangered
Terpsiphone corvina,"Flycatcher, Seychelles paradise",Endangered
Empidonax traillii extimus,"Flycatcher, southwestern willow",Endangered
Pomarea nigra,"Flycatcher, Tahiti",Endangered
Foudia rubra,"Fody, Mauritius",Endangered
Foudia flavicans,"Fody, Rodrigues",Endangered
Foudia sechellarum,"Fody, Seychelles (weaver-finch)",Endangered
Francolinus ochropectus,"Francolin, Djibouti",Endangered
Fregata andrewsi,"Frigatebird, Andrew's",Endangered
Gallinula chloropus (=galeata) sandvicensis,"Gallinule, Hawaiian common (Alae ula)",Endangered
Polioptila californica californica,"Gnatcatcher, coastal California",Threatened
Branta (=Nesochen) sandvicensis,"Goose, Hawaiian",Endangered
Accipiter fasciatus natalis,"Goshawk, Christmas Island",Endangered
Accipiter gentilis laingi,"Goshawk, Queen Charlotte [British Columbia DPS]",Threatened
Quisicalus palustris,"Grackle, slender-billed",Endangered
Amytornis goyderi,"Grasswren, Eyrean (flycatcher)",Endangered
Tachybaptus rufoflavatus,"Grebe, Alaotra",Endangered
Podilymbus gigas,"Grebe, Atitlan",Endangered
Podiceps taczanowskii,"Grebe, Junín",Endangered
Tringa guttifer,"Greenshank, Nordmann's",Endangered
Neomorphus geoffroyi dulcis,"Ground-cuckoo, southeastern rufous-vented",Endangered
Gallicolumba stairi,"Ground-dove, friendly (= tuaimeo) (American Samoa DPS)",Endangered
Penelope perspicax,"Guan, cauca",Endangered
Oreophasis derbianus,"Guan, horned",Endangered
Penelope albipennis,"Guan, white-winged",Endangered
Agelastes meleagrides,"Guineafowl, white-breasted",Threatened
Larus audouinii,"Gull, Audouin's",Endangered
Larus relictus,"Gull, relict",Endangered
Buteo galapagoensis,"Hawk, Galapagos",Endangered
Buteo solitarius,"Hawk, Hawaiian",Endangered
Buteo platypterus brunnescens,"Hawk, Puerto Rican broad-winged",Endangered
Accipiter striatus venator,"Hawk, Puerto Rican sharp-shinned",Endangered
Ramphodon (=Glaucis) dohrnii,"Hermit, hook-billed (hummingbird)",Endangered
Phaethornis malaris margarettae,"Hermit, Margaretta's",Endangered
Palmeria dolei,"Honeycreeper, crested (Akohekohe)",Endangered
Lichenostomus melanops cassidix (=Meliphaga c.),"Honeyeater, helmeted",Endangered
Buceros (=Rhinoplax) vigil,"Hornbill, helmeted",Endangered
Amazilia luciae,"Hummingbird, Honduran emerald",Endangered
Pseudibis gigantea,"Ibis, giant",Endangered
Nipponia nippon,"Ibis, Japanese crested",Endangered
Geronticus eremita,"Ibis, northern bald",Endangered
Drepanis coccinea,Iiwi (honeycreeper),Threatened
Rhynochetos jubatus,Kagu,Endangered
Strigops habroptilus,Kakapo,Endangered
Falco punctatus,"Kestrel, Mauritius",Endangered
Falco araea,"Kestrel, Seychelles",Endangered
Halcyon cinnamomina cinnamomina,"Kingfisher, Guam Micronesian",Endangered
Chondrohierax uncinatus wilsonii,"Kite, Cuba hook-billed",Endangered
Chondrohierax uncinatus mirus,"Kite, Grenada hook-billed",Endangered
Rostrhamus sociabilis plumbeus,"Kite, snail (Everglade)",Endangered
Calidris canutus rufa,"Knot, rufa red",Threatened
Callaeas cinerea,Kokako (wattlebird),Endangered
Alauda razae,"Lark, Raso",Endangered
Eremophila alpestris strigata,"Lark, streaked horned",Threatened
Ara glaucogularis,"Macaw, blue-throated",Endangered
Anodorhynchus glaucus,"Macaw, glaucous",Endangered
Ara ambiguus,"Macaw, great green",Endangered
Anodorhynchus hyacinthinus,"Macaw, hyacinth",Threatened
Anodorhynchus leari,"Macaw, indigo",Endangered
Cyanopsitta spixii,"Macaw, little blue",Endangered
Ara militaris,"Macaw, military",Endangered
Copsychus sechellarum,"Magpie-robin, Seychelles (thrush)",Endangered
Malimbus ibadanensis,"Malimbe, Ibadan",Endangered
Phaenicophaeus pyrrhocephalus,"Malkoha, red-faced (cuckoo)",Endangered
Gymnomyza samoensis,Mao (= maomao) (honeyeater),Endangered
Macrocephalon maleo,"Megapode, Maleo",Endangered
Megapodius laperouse,"Megapode, Micronesian (=La Perouse's)",Endangered
Mergus octosetaceus,"Merganser, Brazilian",Endangered
Acrocephalus familiaris kingi,"Millerbird, Nihoa (old world warbler)",Endangered
Mimus Graysoni,"Mockingbird, Socorro",Endangered
Gallinula chloropus guami,"Moorhen, Mariana common",Endangered
Brachyramphus marmoratus,"Murrelet, marbled [CA, OR, WA DPS]",Threatened
Caprimulgus noctitherus,"Nightjar, Puerto Rican",Endangered
Hemignathus hanapepe,"Nukupuu, Kauai",Endangered
Hemignathus affinis,"Nukupuu, Maui",Endangered
Sitta ledanti,"Nuthatch, Algerian",Endangered
Moho braccatus,"`O`o, Kauai (honeyeater)",Endangered
Struthio camelus syriacus,"Ostrich, Arabian",Endangered
Struthio camelus spatzi,"Ostrich, West African",Endangered
Psittirostra psittacea,`O`u (honeycreeper),Endangered
Otus rutilus capnodes,"Owl, Anjouan scops",Endangered
Mimizuku (=Otus) gurneyi,"Owl, giant scops",Endangered
Tyto soumagnei,"Owl, Madagascar red",Endangered
Strix occidentalis lucida,"Owl, Mexican spotted",Threatened
Strix occidentalis caurina,"Owl, northern spotted",Threatened
Otus magicus (=insularis) insularis,"Owl, Seychelles scops",Endangered
Otus ireneae,"Owlet, Morden's",Endangered
Haematopus meadewaldoi,"Oystercatcher, Canarian black",Endangered
Loxioides bailleui,Palila (honeycreeper),Endangered
Eutrichomyias rowleyi,"Paradise-flycatcher, caerulean",Endangered
Pyrrhura cruentata,"Parakeet, blue-throated (=ochre-marked)",Endangered
Cyanoramphus auriceps forbesi,"Parakeet, Forbes'",Endangered
Aratinga guarouba,"Parakeet, golden",Endangered
Psephotus chrysopterygius,"Parakeet, golden-shouldered",Endangered
Psittacula echo,"Parakeet, Mauritius",Endangered
Cyanoramphus cookii (=novaezelandiae c.),"Parakeet, Norfolk Island",Endangered
Neophema chrysogaster,"Parakeet, orange-bellied",Endangered
Psephotus pulcherrimus,"Parakeet, paradise",Endangered
Amazona leucocephala,"Parrot, Bahaman or Cuban",Endangered
Pezoporus wallicus,"Parrot, ground",Endangered
Amazona imperialis,"Parrot, imperial",Endangered
Geopsittacus occidentalis,"Parrot, night (=Australian)",Endangered
Amazona vittata,"Parrot, Puerto Rican",Endangered
Amazona rhodocorytha,"Parrot, red-browed",Endangered
Pionopsitta pileata,"Parrot, red-capped",Endangered
Amazona arausiaca,"Parrot, red-necked",Endangered
Amazona pretrei pretrei,"Parrot, red-spectacled",Endangered
Amazona brasiliensis,"Parrot, red-tailed",Endangered
Coracopsis nigra barklyi,"Parrot, Seychelles lesser vasa",Endangered
Amazona guildingii,"Parrot, St. Vincent",Endangered
Amazona versicolor,"Parrot, St. Lucia",Endangered
Rhynchopsitta pachyrhyncha,"Parrot, thick-billed",Endangered
Amazona vinacea,"Parrot, vinaceous-breasted",Endangered
Amazona collaria,"Parrot, yellow-billed",Threatened
Pseudonestor xanthophrys,"Parrotbill, Maui (Kiwikiu)",Endangered
Spheniscus demersus,"Penguin, African",Endangered
Eudyptes sclateri,"Penguin, erect-crested",Threatened
Eudyptes pachyrhynchus,"Penguin, Fiordland crested",Threatened
Spheniscus mendiculus,"Penguin, Galapagos",Endangered
Spheniscus humboldti,"Penguin, Humboldt",Threatened
Eudyptes chrysocome,"Penguin, southern rockhopper [New Zealand-Australia DPS]",Threatened
Eudyptula minor albosignata,"Penguin, white-flippered",Threatened
Megadyptes antipodes,"Penguin, yellow-eyed",Threatened
Pterodroma axillaris,"Petrel, Chatham",Endangered
Pseudobulweria macgillivrayi,"Petrel, Fiji",Endangered
Pterodroma phaeopygia,"Petrel, Galapagos",Threatened
Pterodroma sandwichensis,"Petrel, Hawaiian",Endangered
Pterodroma madeira,"Petrel, Madeira",Endangered
Pterodroma magentae,"Petrel, magenta",Endangered
Pterodroma aterrima,"Petrel, Mascarene black",Endangered
Syrmaticus humaie,"Pheasant, bar-tailed",Endangered
Tragopan blythii,"Pheasant, Blyth's tragopan",Endangered
Crossoptilon mantchuricum,"Pheasant, brown eared",Endangered
Tragopan caboti,"Pheasant, Cabot's tragopan",Endangered
Catreus wallichii,"Pheasant, cheer",Endangered
Lophophorus lhuysii,"Pheasant, Chinese monal",Endangered
Lophura edwardsi,"Pheasant, Edward's",Endangered
Syrmaticus ellioti,"Pheasant, Elliot's",Endangered
Lophura imperialis,"Pheasant, imperial",Endangered
Syrmaticus mikado,"Pheasant, Mikado",Endangered
Polyplectron emphanum,"Pheasant, Palawan peacock",Endangered
Lophophorus sclateri,"Pheasant, Sclater's monal",Endangered
Lophura swinhoii,"Pheasant, Swinhoe's",Endangered
Tragopan melanocephalus,"Pheasant, western tragopan",Endangered
Crossoptilon crossoptilon,"Pheasant, white eared",Endangered
Columba palumbus azorica,"Pigeon, Azores wood",Endangered
Hemiphaga novaeseelandiae chathamensis,"Pigeon, Chatham Island",Endangered
Ducula galeata,"Pigeon, Marquesan imperial",Endangered
Ducula mindorensis,"Pigeon, Mindoro imperial (=zone-tailed)",Endangered
Columba mayeri,"Pigeon, pink",Endangered
Columba inornata wetmorei,"Pigeon, Puerto Rican plain",Endangered
Columba junoniae,"Pigeon, white-tailed laurel",Threatened
Pipile jacutinga,"Piping-guan, black-fronted",Endangered
Pitta gurneyi,"Pitta, Gurney's",Endangered
Pitta kochi,"Pitta, Koch's",Endangered
Phytotoma raimondii,"Plantcutter, Peruvian",Endangered
Thinornis novaeseelandiae,"Plover, New Zealand shore",Endangered
Charadrius melodus,"Plover, piping [Great Lakes watershed DPS]",Endangered
Charadrius melodus,"Plover, piping [Atlantic Coast and Northern Great Plains populations]",Threatened
Charadrius alexandrinus nivosus,"Plover, western snowy [Pacific Coast population DPS]",Threatened
Aythya innotata,"Pochard, Madagascar",Endangered
Melamprosops phaeosoma,Po`ouli (honeycreeper),Endangered
Tympanuchus cupido attwateri,"Prairie-chicken, Attwater's greater",Endangered
Eriocnemis nigrivestis,"Puffleg, black-breasted",Endangered
Cyrtonyx montezumae merriami,"Quail, Merriam's Montezuma",Endangered
Pharomachrus mocinno,"Quetzel, resplendent",Endangered
Rallus pectoralis muelleri,"Rail, Aukland Island",Endangered
Rallus longirostris obsoletus,"Rail, California clapper",Endangered
Rallus owstoni,"Rail, Guam",Endangered
Rallus owstoni,"Rail, Guam",XN
Laterallus tuerosi,"Rail, Junín",Endangered
Rallus longirostris levipes,"Rail, light-footed clapper",Endangered
Gallirallus (=Tricholimnas) sylvestris,"Rail, Lord Howe wood",Endangered
Rallus longirostris yumanensis,"Rail, Yuma clapper",Endangered
Rhea (=Pterocnemia) pennata,"Rhea, lesser (incl. Darwin's)",Endangered
Petroica traversi,"Robin, Chatham Island",Endangered
Arcanator orostruthus,"Robin, dappled mountain",Threatened
Petroica multicolor multicolor,"Robin, scarlet-breasted (flycatcher)",Endangered
Picathartes oreas,"Rockfowl, grey-necked",Endangered
Picathartes gymnocephalus,"Rockfowl, white-necked",Endangered
Uratelornis chimaera,"Roller, long-tailed ground",Endangered
Centrocercus minimus,"Sage-grouse, Gunnison",Threatened
Atrichornis clamosus,"Scrub-bird, noisy",Endangered
Aphelocoma coerulescens,"Scrub-jay, Florida",Threatened
Copsychus niger cebuensis,"Shama, Cebu black (thrush)",Endangered
Puffinus heinrothi,"Shearwater, Heinroth's",Threatened
Puffinus auricularis newelli,"Shearwater, Newell's Townsend's",Threatened
Lanius ludovicianus mearnsi,"Shrike, San Clemente loggerhead",Endangered
Carduelis cucullata,"Siskin, red",Endangered
Ammodramus maritimus mirabilis,"Sparrow, Cape Sable seaside",Endangered
Ammodramus savannarum floridanus,"Sparrow, Florida grasshopper",Endangered
Amphispiza belli clementeae,"Sparrow, San Clemente sage",Threatened
Accipiter francesii pusillus,"Sparrowhawk, Anjouan Island",Endangered
Aplonis pelzelni,"Starling, Ponape mountain",Endangered
Leucopsar rothschildi,"Starling, Rothschild's (myna)",Endangered
Himantopus novaezelandiae,"Stilt, black",Endangered
Himantopus mexicanus (=himantopus) knudseni,"Stilt, Hawaiian",Endangered
Ciconia boyciana (=ciconia b.),"Stork, oriental white",Endangered
Mycteria americana,"Stork, wood [Southeast U.S. DPS]",Threatened
Oceanodroma castro,"Storm-petrel, band-rumped (Hawaii DPS)",Endangered
Nectarinia prigoginei,"Sunbird, Marungu",Endangered
Aerodramus vanikorensis bartschi,"Swiftlet, Mariana gray",Endangered
Nemosia rourei,"Tanager, cherry-throated",Endangered
Anas aucklandica nesiotis,"Teal, Campbell Island flightless",Endangered
Sterna antillarum browni,"Tern, California least",Endangered
,,
Sterna antillarum,"Tern, least [Interior DPS]",Endangered
Sterna dougallii dougallii,"Tern, roseate [Northeast U.S. nesting population DPS]",Endangered
Sterna dougallii dougallii,"Tern, roseate [Western Hemisphere DPS]",Threatened
Trichocichla rufa,"Thicketbird, long-legged",Endangered
Ramphocinclus brachyurus,"Thrasher, white-breasted",Endangered
Myadestes myadestinus,"Thrush, large Kauai",Endangered
Myadestes lanaiensis rutha,"Thrush, Molokai",Endangered
Turnagra capensis,"Thrush, New Zealand (wattlebird)",Endangered
Myadestes palmeri,"Thrush, small Kauai",Endangered
Cichlherminia lherminieri sanctaeluciae,"Thrush, St. Lucia forest",Endangered
Turdus olivaceous helleri,"Thrush, Taita",Endangered
Tinamus solitarius,"Tinamou, solitary",Endangered
Leptasthenura xenothorax,"Tit-spinetail, white-browed",Endangered
Anairetes alpinus,"Tit-tyrant, ash-breasted",Endangered
Hemitriccus kaempferi,"Tody-tyrant, Kaempfer's",Endangered
Pipilo crissalis eremophilus,"Towhee, Inyo California",Threatened
Camarhynchus pauper,"Tree-finch, medium",Endangered
Cinclocerthia ruficauda gutturalis,"Trembler, Martinique (thrasher)",Endangered
Tauraco bannermani,"Turaco, Bannerman's",Endangered
Streptopelia picturata rostrata,"Turtle-dove, Seychelles",Endangered
Xenopirostris polleni,"Vanga, Pollen's",Threatened
Xenopirostris damii,"Vanga, Van Dam's",Threatened
Vireo bellii pusillus,"Vireo, least Bell's",Endangered
Pedionomous torquatus,"Wanderer, plain (collared-hemipode)",Endangered
Nesillas aldabranus,"Warbler, Aldabra (old world warbler)",Endangered
Vermivora bachmanii,"Warbler (wood), Bachman's",Endangered
Dendroica petechia petechia,"Warbler (wood), Barbados yellow",Endangered
Setophaga angelae,"Warbler, elfin-woods",Threatened
Dendroica chrysoparia,"Warbler (wood), golden-cheeked",Endangered
Dendroica kirtlandii,"Warbler (wood), Kirtland's",Endangered
Acrocephalus percernis aquilonis,"Warbler, Eiao Marquesas reed-",Endangered
Acrocephalus luscinia,"Warbler, nightingale reed, (old world warbler)",Endangered
Bebrornis rodericanus,"Warbler, Rodrigues (old world warbler)",Endangered
Leucopeza semperi,"Warbler (wood), Semper's",Endangered
Bebrornis sechellensis,"Warbler, Seychelles (old world warbler)",Endangered
Platysteira laticincta,"Wattle-eye, banded",Endangered
Ploceus golandi,"Weaver, Clarke's",Endangered
Psophodes nigrogularis,"Whipbird, western",Endangered
Zosterops conspicillatus conspicillatus,"White-eye, bridled",Endangered
Zosterops albogularis,"White-eye, Norfolk Island",Endangered
Rukia longirostra,"White-eye, Ponape greater",Endangered
Zosterops rotensis,"White-eye, Rota bridled",Endangered
Zosterops modesta,"White-eye, Seychelles",Endangered
Campephilus imperialis,"Woodpecker, imperial",Endangered
Campephilus principalis,"Woodpecker, ivory-billed",Endangered
Picoides borealis,"Woodpecker, red-cockaded",Endangered
Dryocopus javensis richardsi,"Woodpecker, Tristam's",Endangered
Odontophorus strophium,"Wood-quail, gorgeted",Endangered
Eulidia yarrellii,"Woodstar, Chilean",Endangered
Chaetocercus berlepschi,"Woodstar, Esmeraldas",Endangered
Troglodytes aedon guadeloupensis,"Wren, Guadeloupe house",Endangered
Troglodytes aedon mesoleucus,"Wren, St. Lucia house",Endangered
Scientific Name,Common Name,Status
Alligator mississippiensis,"Alligator, American",Threatened (S/A)
Alligator sinensis,"Alligator, Chinese",Endangered
Anolis roosevelti,"Anole, Culebra Island giant",Endangered
Epicrates subflavus,"Boa, Jamaican",Endangered
Epicrates monensis monensis,"Boa, Mona",Threatened
Epicrates inornatus,"Boa, Puerto Rican",Endangered
Bolyeria multocarinata,"Boa, Round Island (unnamed)",Endangered
Casarea dussumieri,"Boa, Round Island (unnamed)",Endangered
Epicrates monensis granti,"Boa, Virgin Islands tree",Endangered
Caiman crocodilus apaporiensis,"Caiman, Apaporis River",Endangered
Melanosuchus niger,"Caiman, black",Endangered
Caiman latirostris,"Caiman, broad-snouted [Bolivia, Brazil, Paraguay, Uruguay DPS]",Endangered
Caiman latirostris,"Caiman, broad-snouted [Argentina DPS]",Threatened
Caiman crocodilus fuscus (includes Caiman crocodilus chiapasius ),"Caiman, brown",Threatened (S/A)
Caiman crocodilus crocodilus,"Caiman, common",Threatened (S/A)
Caiman yacare,"Caiman, yacare",Threatened
Sauromalus varius,"Chuckwalla, San Esteban Island",Endangered
Osteolaemus tetraspis tetraspis,"Crocodile, African dwarf",Endangered
Crocodylus cataphractus,"Crocodile, African slender-snouted",Endangered
Crocodylus acutus,"Crocodile, American [Non-U.S. populations]",Endangered
Crocodylus acutus,"Crocodile, American [FL DPS]",Threatened
Crocodylus palustris kimbula,"Crocodile, Ceylon mugger",Endangered
Osteolaemus tetraspis osborni,"Crocodile, Congo dwarf",Endangered
Crocodylus rhombifer,"Crocodile, Cuban",Endangered
Crocodylus palustris palustris,"Crocodile, mugger",Endangered
Crocodylus niloticus,"Crocodile, Nile",Threatened
Crocodylus intermedius,"Crocodile, Orinoco",Endangered
Crocodylus novaeguineae mindorensis,"Crocodile, Philippine",Endangered
Crocodylus porosus,"Crocodile, saltwater [All populations except Papua New Guinea and Australia]",Endangered
Crocodylus porosus,"Crocodile, saltwater [Australia DPS]",Threatened
Crocodylus siamensis,"Crocodile, Siamese",Endangered
Thamnophis rufipunctatus,"Gartersnake, narrow-headed",Threatened
Thamnophis eques megalops,"Gartersnake, northern Mexican",Threatened
Gavialis gangeticus,Gavial,Endangered
Phelsuma edwardnewtoni,"Gecko, day",Endangered
Sphaerodactylus micropithecus,"Gecko, Monito",Endangered
Phelsuma guentheri,"Gecko, Round Island day",Endangered
Cyrtodactylus serpensinsula,"Gecko, Serpent Island",Threatened
Cyclura rileyi nuchalis,"Iguana, Acklins ground",Threatened
Cyclura cychlura inornata,"Iguana, Allen's Cay",Threatened
Cyclura cychlura cychlura,"Iguana, Andros Island ground",Threatened
Cyclura pinguis,"Iguana, Anegada ground",Endangered
Conolophus pallidus,"Iguana, Barrington land",Endangered
Cyclura nubila caymanensis,"Iguana, Cayman Brac ground",Threatened
Cyclura nubila nubila,"Iguana, Cuban ground",Threatened
Cyclura cychlura figginsi,"Iguana, Exuma Island",Threatened
Brachylophus fasciatus,"Iguana, Fiji banded",Endangered
Brachylophus vitiensis,"Iguana, Fiji crested",Endangered
Cyclura lewisi,"Iguana, Grand Cayman blue",Endangered
Cyclura collei,"Iguana, Jamaican",Endangered
Cyclura carinata bartschi,"Iguana, Mayaguana",Threatened
Cyclura stejnegeri,"Iguana, Mona ground",Threatened
Cyclura carinata carinata,"Iguana, Turks and Caicos",Threatened
Cyclura rileyi rileyi,"Iguana, Watling Island ground",Endangered
Cyclura rileyi cristata,"Iguana, White Cay ground",Threatened
Gambelia silus,"Lizard, blunt-nosed leopard",Endangered
Uma inornata,"Lizard, Coachella Valley fringe-toed",Threatened
Gallotia simonyi simonyi,"Lizard, Hierro giant",Endangered
Podarcis pityusensis,"Lizard, Ibiza wall",Threatened
Cnemidophorus vanzoi,"Lizard, Maria Island ground",Endangered
Ameiva polops,"Lizard, St. Croix ground",Endangered
Varanus griseus,"Monitor, desert",Endangered
Varanus bengalensis,"Monitor, Indian (=Bengal)",Endangered
Varanus komodoensis,"Monitor, Komodo Island",Endangered
Varanus flavescens,"Monitor, yellow",Endangered
Pituophis melanoleucus lodingi,"Pinesnake, black",Threatened
Pituophis ruthveni,"Pinesnake, Louisiana",Threatened
Python molurus molurus,"Python, Indian",Endangered
Crotalus unicolor,"Rattlesnake, Aruba Island",Threatened
Sistrurus catenatus,"Rattlesnake, eastern massasauga",Threatened
Crotalus willardi obscurus,"Rattlesnake, New Mexican ridge-nosed",Threatened
Aipysurus fuscus,"Sea snake, dusky",Endangered
Chelonia mydas,"Sea turtle, green [Central North Pacific DPS]",Threatened
Chelonia mydas,"Sea turtle, green [Central South Pacific DPS]",Endangered
Chelonia mydas,"Sea turtle, green [Central West Pacific DPS]",Endangered
Chelonia mydas,"Sea turtle, green [East Indian - West Pacific DPS]",Threatened
Chelonia mydas,"Sea turtle, green [East Pacific DPS]",Threatened
Chelonia mydas,"Sea turtle, green [Mediterranean DPS]",Endangered
Chelonia mydas,"Sea turtle, green [North Atlantic DPS]",Threatened
Chelonia mydas,"Sea turtle, green [North Indian DPS]",Threatened
Chelonia mydas,"Sea turtle, green [South Atlantic DPS]",Threatened
Chelonia mydas,"Sea turtle, green [Southwest Indian DPS]",Threatened
Chelonia mydas,"Sea turtle, green [Southwest Pacific DPS]",Threatened
Eretmochelys imbricata,"Sea turtle, hawksbill",Endangered
Lepidochelys kempii,"Sea turtle, Kemp's ridley",Endangered
Dermochelys coriacea,"Sea turtle, leatherback",Endangered
Caretta caretta,"Sea turtle, loggerhead [Mediterranean Sea DPS]",Endangered
Caretta caretta,"Sea turtle, loggerhead [North Indian Ocean DPS]",Endangered
Caretta caretta,"Sea turtle, loggerhead [North Pacific Ocean DPS]",Endangered
Caretta caretta,"Sea turtle, loggerhead [Northeast Atlantic Ocean DPS]",Endangered
Caretta caretta,"Sea turtle, loggerhead [Northwest Atlantic Ocean DPS]",Threatened
Caretta caretta,"Sea turtle, loggerhead [South Atlantic Ocean DPS]",Threatened
Caretta caretta,"Sea turtle, loggerhead [South Pacific Ocean DPS]",Endangered
Caretta caretta,"Sea turtle, loggerhead [Southeast Indo-Pacific Ocean DPS]",Threatened
Caretta caretta,"Sea turtle, loggerhead [Southwest Indian Ocean DPS]",Threatened
Lepidochelys olivacea,"Sea turtle, olive ridley [Pacific coast of Mexico breeding DPS]",Endangered
Lepidochelys olivacea,"Sea turtle, olive ridley",Threatened
Eumeces egregius lividus,"Skink, blue-tail mole",Threatened
Leiolopisma telfairi,"Skink, Round Island",Threatened
Neoseps reynoldsi,"Skink, sand",Threatened
Emoia slevini,"Skink, Slevin's (Gualiik halumtanu, Gholuuf)",Endangered
Nerodia clarkii taeniata,"Snake, Atlantic salt marsh",Threatened
Nerodia erythrogaster neglecta,"Snake, copperbelly water [Northern DPS]",Threatened
Drymarchon corais couperi,"Snake, eastern indigo",Threatened
Thamnophis gigas,"Snake, giant garter",Threatened
Liophus ornatus,"Snake, Maria Island",Endangered
Thamnophis sirtalis tetrataenia,"Snake, San Francisco garter",Endangered
Podocnemis expansa,Tartaruga,Endangered
Batagur baska,"Terrapin, river",Endangered
Tomistoma schlegelii,Tomistoma,Endangered
Geochelone yniphora,"Tortoise, angulated",Endangered
Gopherus flavomarginatus,"Tortoise, Bolson",Endangered
Gopherus agassizii,"Tortoise, desert [Mojave DPS]",Threatened
Gopherus agassizii,"Tortoise, desert",Threatened (S/A)
Geochelone nigra (=elephantopus),"Tortoise, Galapagos",Endangered
Gopherus polyphemus,"Tortoise, gopher [West of Mobile and Tombigbee Rivers DPS]",Threatened
Geochelone radiata,"Tortoise, Madagascar radiated",Endangered
Podocnemis unifilis,Tracaja,Endangered
Sphenodon punctatus,Tuatara,Endangered
Sphenodon guntheri,"Tuatara, Brother's Island",Endangered
Pseudemys alabamensis,"Turtle, Alabama redbellied",Endangered
Terrapene coahuila,"Turtle, aquatic box",Endangered
Trionyx nigricans,"Turtle, black softshell",Endangered
Clemmys muhlenbergii,"Turtle, bog (=Muhlenberg) [Northen DPS]",Threatened
Clemmys muhlenbergii,"Turtle, bog (=Muhlenberg)",Threatened (S/A)
Phrynops hogei,"Turtle, Brazilian sideneck",Endangered
Morenia ocellata,"Turtle, Burmese peacock",Endangered
Trachemys terrapen,"Turtle, Cat Island",Endangered
Dermatemys mawii,"Turtle, Central American river",Endangered
Trionyx ater,"Turtle, Cuatro Cienegas softshell",Endangered
Sternotherus depressus,"Turtle, flattened musk [Black Warrior River DPS]",Threatened
Psammobates geometricus,"Turtle, geometric",Endangered
Trachemys stejnegeri malonei,"Turtle, Inagua Island",Endangered
Kachuga tecta tecta,"Turtle, Indian sawback",Endangered
Trionyx gangeticus,"Turtle, Indian softshell",Endangered
Trionyx hurum,"Turtle, peacock softshell",Endangered
Pseudemys rubriventris bangsi,"Turtle, Plymouth redbelly",Endangered
Graptemys oculifera,"Turtle, ringed map",Threatened
Pseudemydura umbrina,"Turtle, short-necked or western swamp",Endangered
Kinosternon sonoriense longifemorale,"Turtle, Sonoyta mud",Endangered
Trachemys scripta callirostris,"Turtle, South American red-lined",Endangered
Geoclemys hamiltonii,"Turtle, spotted pond",Endangered
Melanochelys tricarinata,"Turtle, three-keeled Asian",Endangered
Graptemys flavimaculata,"Turtle, yellow-blotched map",Threatened
Vipera latifii,"Viper, Lar Valley",Endangered
Masticophis lateralis euryxanthus,"Whipsnake, Alameda (=striped racer)",Threatened
Scientific Name,Common Name,Status
Eleutherodactylus jasperi,"Coqui, golden",Threatened
Eleutherodactylus juanariveroi,"Coqui, llanero",Endangered
Rana draytonii,"Frog, California red-legged",Threatened
Rana chiricahuensis,"Frog, Chiricahua leopard",Threatened
Rana sevosa (= Lithobates sevosus),"Frog, dusky gopher",Endangered
Conraua goliath,"Frog, Goliath",Threatened
Discoglossus nigriventer,"Frog, Israel painted",Endangered
Rana muscosa,"Frog, mountain yellow-legged [Northern California DPS]",Endangered
Rana muscosa,"Frog, mountain yellow-legged [Southern California DPS]",Endangered
Rana pretiosa,"Frog, Oregon spotted",Threatened
Atelopus varius zeteki,"Frog, Panamanian golden",Endangered
Rana sierrae,"Frog, Sierra Nevada yellow-legged",Endangered
Leiopelma hamiltoni,"Frog, Stephen Island",Endangered
Eleutherodactylus cooki,Guajón,Threatened
Cryptobranchus alleganiensis bishopi,"Hellbender, Ozark",Endangered
Eurycea waterlooensis,"Salamander, Austin blind",Endangered
Eurycea sosorum,"Salamander, Barton Springs",Endangered
Ambystoma californiense,"Salamander, California tiger [Santa Barbara County DPS]",Endangered
Ambystoma californiense,"Salamander, California tiger [Central California DPS]",Threatened
,,
Ambystoma californiense,"Salamander, California tiger [Sonoma County DPS]",Endangered
Plethodon nettingi,"Salamander, Cheat Mountain",Threatened
Andrias davidianus (=davidianus d.),"Salamander, Chinese giant",Endangered
Batrachoseps aridus,"Salamander, desert slender",Endangered
Ambystoma cingulatum,"Salamander, frosted flatwoods",Threatened
Eurycea naufragia,"Salamander, Georgetown",Threatened
Andrias japonicus (=davidianus j.),"Salamander, Japanese giant",Endangered
Plethodon neomexicanus,"Salamander, Jemez Mountains",Endangered
Eurycea tonkawae,"Salamander, Jollyville Plateau",Threatened
Phaeognathus hubrichti,"Salamander, Red Hills",Threatened
Ambystoma bishopi,"Salamander, reticulated flatwoods",Endangered
Eurycea chisholmensis,"Salamander, Salado",Threatened
Eurycea nana,"Salamander, San Marcos",Threatened
