Ambystoma macrodactylum croceum,"Salamander, Santa Cruz long-toed",Endangered
Plethodon shenandoah,"Salamander, Shenandoah",Endangered
Ambystoma tigrinum stebbinsi,"Salamander, Sonoran tiger",Endangered
Typhlomolge rathbuni,"Salamander, Texas blind",Endangered
Anaxyrus californicus,"Toad, arroyo (=arroyo southwestern)",Endangered
Bufo superciliaris,"Toad, Cameroon",Endangered
Bufo houstonensis,"Toad, Houston",Endangered
Bufo periglenes,"Toad, Monte Verde golden",Endangered
Peltophryne lemur,"Toad, Puerto Rican crested",Threatened
Bufo hemiophrys baxteri,"Toad, Wyoming",Endangered
Anaxyrus canorus,"Toad, Yosemite",Threatened
Nectophrynoidesspp.,"Toads, African viviparous",Endangered
Necturus alabamensis,"Waterdog, Black Warrior",Endangered
Scientific Name,Common Name,Status
Salmo platycephalus,Ala Balik (trout),Endangered
Squatina squatina,"Angelshark, common",Endangered
Squatina aculeata,"Angelshark, sawback",Endangered
Squatina oculata,"Angelshark, smoothback",Endangered
Hymenophysa curta,Ayumodoki (loach),Endangered
Prietella phreatophila,"Blindcat, Mexican (catfish)",Endangered
Sebastes paucispinis,Bocaccio [Puget Sound-Georgia Basin DPS],Endangered
Scleropages formosus,"Bonytongue, Asian",Endangered
Pterapogon kauderni,"Cardinalfish, Banggai",Threatened
Pangasius sanitwongsei,Catfish (Thailand),Endangered
Pangasianodon gigas,"Catfish, Thailand giant",Endangered
Ictalurus pricei,"Catfish, Yaqui",Threatened
Speoplatyrhinus poulsoni,"Cavefish, Alabama",Endangered
Amblyopsis rosae,"Cavefish, Ozark",Threatened
Gila elegans,"Chub, bonytail",Endangered
Gila boraxobius,"Chub, Borax Lake",Endangered
Gila nigrescens,"Chub, Chihuahua",Threatened
Gila intermedia,"Chub, Gila",Endangered
Gila cypha,"Chub, humpback",Endangered
Gila bicolor ssp.,"Chub, Hutton tui",Threatened
Gila bicolor mohavensis,"Chub, Mohave tui",Endangered
Gila bicolor snyderi,"Chub, Owens tui",Endangered
Gila robusta jordani,"Chub, Pahranagat roundtail",Endangered
Erimystax cahni,"Chub, slender",Threatened
Erimystax cahni,"Chub, slender",XN
Gila ditaenia,"Chub, Sonora",Threatened
Erimonax monachus,"Chub, spotfin",Threatened
Erimonax monachus,"Chub, spotfin",XN
Erimonax monachus,"Chub, spotfin",XN
Erimonax monachus,"Chub, spotfin",XN
Gila robusta semidnuda,"Chub, Virgin River",Endangered
Gila purpurea,"Chub, Yaqui",Endangered
Acanthorutilus handlirschi,Cicek (minnow),Endangered
Latimeria chalumnae,"Coelacanth, African [Tanzanian DPS]",Threatened
Chasmistes cujus,Cui-ui,Endangered
Rhinichthys osculus nevadensis,"Dace, Ash Meadows speckled",Endangered
"Phoxinus (=Chrosomus), cumberlandensis","Dace, blackside",Threatened
Rhinichthys osculus oligoporus,"Dace, Clover Valley speckled",Endangered
Eremichthys acros,"Dace, desert",Threatened
Rhinichthys osculus ssp.,"Dace, Foskett speckled",Threatened
Rhinichthys osculus lethoporus,"Dace, Independence Valley speckled",Endangered
Rhinichthys osculus thermalis,"Dace, Kendall Warm Springs",Endangered
Chrosomus saylori,"Dace, laurel",Endangered
Moapa coriacea,"Dace, Moapa",Endangered
Percina antesella,"Darter, amber",Endangered
Etheostoma rubrum,"Darter, bayou",Threatened
Etheostoma akatulo,"Darter, bluemask",Endangered
Etheostoma wapiti,"Darter, boulder",Endangered
Etheostoma wapiti,"Darter, boulder",XN
Etheostoma osburni,"Darter, candy",Endangered
Etheostoma scotti,"Darter, Cherokee",Threatened
Etheostoma susanae,"Darter, Cumberland",Endangered
Crystallaria cincotta,"Darter, diamond",Endangered
Etheostoma percnurum,"Darter, duskytail",Endangered
Etheostoma percnurum,"Darter, duskytail",XN
Etheostoma percnurum,"Darter, duskytail",XN
Etheostoma etowahae,"Darter, Etowah",Endangered
Etheostoma fonticola,"Darter, fountain",Endangered
Percina aurolineata,"Darter, goldline",Threatened
Etheostoma spilotum,"Darter, Kentucky arrow",Threatened
Percina pantherina,"Darter, leopard",Threatened
Etheostoma sellare,"Darter, Maryland",Endangered
Etheostoma nianguae,"Darter, Niangua",Threatened
Etheostoma okaloosae,"Darter, Okaloosa",Threatened
Percina aurora,"Darter, Pearl",Threatened
Etheostoma chienense,"Darter, relict",Endangered
Etheostoma phytophilum,"Darter, rush",Endangered
Etheostoma boschungi,"Darter, slackwater",Threatened
Percina tanasi,"Darter, snail",Threatened
Etheostoma chermocki,"Darter, vermilion",Endangered
Etheostoma nuchale,"Darter, watercress",Endangered
Etheostoma moorei,"Darter, yellowcheek",Endangered
Thaleichthys pacificus,Eulachon [Southern DPS],Threatened
Gambusia gaigei,"Gambusia, Big Bend",Endangered
Gambusia heterochir,"Gambusia, Clear Creek",Endangered
Gambusia nobilis,"Gambusia, Pecos",Endangered
Gambusia georgei,"Gambusia, San Marcos",Endangered
Eucyclogobius newberryi,"Goby, tidewater",Endangered
Epinephelus striatus,"Grouper, Nassau",Threatened
Percina jenkinsi,"Logperch, Conasauga",Endangered
Percina rex,"Logperch, Roanoke",Endangered
Noturus crypticus,"Madtom, Chucky",Endangered
Noturus placidus,"Madtom, Neosho",Threatened
Noturus stanauli,"Madtom, pygmy",Endangered
Noturus stanauli,"Madtom, pygmy",XN
Noturus trautmani,"Madtom, Scioto",Endangered
Noturus baileyi,"Madtom, smoky",Endangered
Noturus baileyi,"Madtom, smoky",XN
Noturus flavipinnis,"Madtom, yellowfin",Threatened
Noturus flavipinnis,"Madtom, yellowfin",XN
Noturus flavipinnis,"Madtom, yellowfin",XN
Noturus flavipinnis,"Madtom, yellowfin",XN
Dionda diaboli,"Minnow, Devils River",Threatened
Rhinichthys cobitis (synonym Tiaroga cobilis),"Minnow, loach",Endangered
Hybognathus amarus,"Minnow, Rio Grande silvery",Endangered
Hybognathus amarus,"Minnow, Rio Grande silvery",XN
Coreobagrus ichikawai,Nekogigi (catfish),Endangered
Ptychocheilus lucius,"Pikeminnow, Colorado",Endangered
Ptychocheilus lucius,"Pikeminnow, Colorado",XN
Empetrichthys latos,"Poolfish, Pahrump",Endangered
Cyprinodon nevadensis mionectes,"Pupfish, Ash Meadows Amargosa",Endangered
Cyprinodon elegans,"Pupfish, Comanche Springs",Endangered
Cyprinodon macularius,"Pupfish, desert",Endangered
Cyprinodon diabolis,"Pupfish, Devils Hole",Endangered
Cyprinodon bovinus,"Pupfish, Leon Springs",Endangered
Cyprinodon radiosus,"Pupfish, Owens",Endangered
Cyprinodon nevadensis pectoralis,"Pupfish, Warm Springs",Endangered
Sebastes pinniger,"Rockfish, canary [Puget Sound-Georgia Basin DPS]",Threatened
Sebastes ruberrimus,"Rockfish, yelloweye [Puget Sound-Georgia Basin DPS]",Threatened
Salmo salar,"Salmon, Atlantic [Gulf of Maine DPS]",Endangered
Oncorhynchus tshawytscha,"Salmon, Chinook [California Coastal ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Central Valley spring-run ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Central Valley spring-run ESU - XN]",XN
Oncorhynchus tshawytscha,"Salmon, Chinook [Lower Columbia River ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Puget Sound ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Sacramento River winter-run ESU]",Endangered
Oncorhynchus tshawytscha,"Salmon, Chinook [Snake River fall-run ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Snake River spring/summer-run ESU]",Threatened
Oncorhynchus tshawytscha,"Salmon, Chinook [Upper Columbia River spring-run ESU]",Endangered
Oncorhynchus tshawytscha,"Salmon, Chinook [Upper Columbia River spring-run ESU-XN]",XN
Oncorhynchus tshawytscha,"Salmon, Chinook [Upper Willamette River ESU]",Threatened
Oncorhynchus keta,"Salmon, chum [Columbia River ESU]",Threatened
Oncorhynchus keta,"Salmon, chum [Hood Canal summer-run ESU]",Threatened
Oncorhynchus kisutch,"Salmon, coho [Central California Coast ESU]",Endangered
Oncorhynchus kisutch,"Salmon, coho [Lower Columbia River ESU]",Threatened
Oncorhynchus kisutch,"Salmon, coho [Oregon Coast ESU]",Threatened
Oncorhynchus kisutch,"Salmon, coho [Southern Oregon-Northern California Coast ESU]",Threatened
Oncorhynchus nerka,"Salmon, sockeye [Ozette Lake ESU]",Threatened
Oncorhynchus nerka,"Salmon, sockeye [Snake River ESU]",Endangered
Pristis clavata,"Sawfish, dwarf",Endangered
Pristis zijsron,"Sawfish, green",Endangered
"Pristis pristis(formerly Pristis perotteti, Pristis pristis, and Pristis microdon)","Sawfish, largetooth",Endangered
Anoxypristis cuspidata,"Sawfish, narrow",Endangered
Pristis pectinata,"Sawfish, smalltooth [Non-U.S. DPS]",Endangered
Pristis pectinata,"Sawfish, smalltooth [U.S. DPS]",Endangered
Cottus specus,"Sculpin, grotto",Endangered
Cottus pygmaeus,"Sculpin, pygmy",Threatened
Sphyrna lewini,"Shark, scalloped hammerhead [Central & SW Atlantic DPS]",Threatened
Sphyrna lewini,"Shark, scalloped hammerhead [Eastern Atlantic DPS]",Endangered
Sphyrna lewini,"Shark, scalloped hammerhead [Eastern Pacific DPS]",Endangered
Sphyrna lewini,"Shark, scalloped hammerhead [Indo-West Pacific DPS]",Threatened
Notropis girardi,"Shiner, Arkansas River [Arkansas River Basin DPS]",Threatened
Cyprinella formosa,"Shiner, beautiful",Threatened
Cyprinella caerulea,"Shiner, blue",Threatened
Notropis cahabae,"Shiner, Cahaba",Endangered
Notropis mekistocholas,"Shiner, Cape Fear",Endangered
Notropis albizonatus.,"Shiner, palezone",Endangered
Notropis simus pecosensis,"Shiner, Pecos bluntnose",Threatened
Notropis oxyrhynchus,"Shiner, sharpnose",Endangered
Notropis buccula,"Shiner, smalleye",Endangered
Notropis topeka,"Shiner, Topeka",Endangered
Notropis topeka,"Shiner, Topeka",XN
Menidia extensa,"Silverside, Waccamaw",Threatened
Hypomesus transpacificus,"Smelt, delta",Threatened
Meda fulgida,Spikedace,Endangered
Lepidomeda mollispinis pratensis,"Spinedace, Big Spring",Threatened
Lepidomeda vittata,"Spinedace, Little Colorado",Threatened
Lepidomeda albivallis,"Spinedace, White River",Endangered
Crenichthys baileyi grandis,"Springfish, Hiko White River",Endangered
Crenichthys nevadae,"Springfish, Railroad Valley",Threatened
Crenichthys baileyi baileyi,"Springfish, White River",Endangered
Oncorhynchus mykiss,Steelhead [California Central Valley DPS],Threatened
Oncorhynchus mykiss,Steelhead [Central California Coast DPS],Threatened
Oncorhynchus mykiss,Steelhead [Lower Columbia River DPS],Threatened
Oncorhynchus mykiss,Steelhead [Middle Columbia River DPS],Threatened
Oncorhynchus mykiss,Steelhead [Middle Columbia River DPS - XN],XN
Oncorhynchus mykiss,Steelhead [Northern California DPS],Threatened
Oncorhynchus mykiss,Steelhead [Puget Sound DPS],Threatened
Oncorhynchus mykiss,Steelhead [Snake River Basin DPS],Threatened
Oncorhynchus mykiss,Steelhead [South Central California Coast DPS],Threatened
Oncorhynchus mykiss,Steelhead [Southern California DPS],Endangered
Oncorhynchus mykiss,Steelhead [Upper Columbia River DPS],Threatened
Oncorhynchus mykiss,Steelhead [Upper Willamette River DPS],Threatened
Gasterosteus aculeatus williamsoni,"Stickleback, unarmored threespine",Endangered
Acipenser naccarii,"Sturgeon, Adriatic",Endangered
Scaphirhynchus suttkusi,"Sturgeon, Alabama",Endangered
Acipenser oxyrinchus oxyrinchus,"Sturgeon, Atlantic (Atlantic subspecies)[Carolina DPS]",Endangered
Acipenser oxyrinchus oxyrinchus,"Sturgeon, Atlantic (Atlantic subspecies)[Chesapeake Bay DPS]",Endangered
Acipenser oxyrinchus oxyrinchus,"Sturgeon, Atlantic (Atlantic subspecies)[Gulf of Maine DPS]",Threatened
Acipenser oxyrinchus oxyrinchus,"Sturgeon, Atlantic (Atlantic subspecies)[New York Bight DPS]",Endangered
Acipenser oxyrinchus oxyrinchus,"Sturgeon, Atlantic (Atlantic subspecies)[South Atlantic DPS]",Endangered
Acipenser oxyrinchus desotoi,"Sturgeon, Atlantic (Gulf subspecies)",Threatened
Huso huso,"Sturgeon, beluga",Threatened
Acipenser sinensis,"Sturgeon, Chinese",Endangered
Acipenser sturio,"Sturgeon, European",Endangered
Acipenser medirostris,"Sturgeon, green [Southern DPS]",Threatened
Huso dauricus,"Sturgeon, Kaluga",Endangered
Scaphirhynchus albus,"Sturgeon, pallid",Endangered
Acipenser mikadoi,"Sturgeon, Sakhalin",Endangered
Acipenser brevirostrum,"Sturgeon, shortnose",Endangered
Scaphirhynchus platorynchus,"Sturgeon, shovelnose",Threatened (S/A)
Acipenser transmontanus,"Sturgeon, white [Kootenai River DPS]",Endangered
Chasmistes liorus,"Sucker, June",Endangered
Deltistes luxatus,"Sucker, Lost River",Endangered
Xyrauchen texanus,"Sucker, razorback",Endangered
Catostomus santaanae,"Sucker, Santa Ana [Three CA river basins DPS]",Threatened
Chasmistes brevirostris,"Sucker, shortnose",Endangered
Catostomus warnerensis,"Sucker, Warner",Threatened
Catostomus discobolus yarrowi,"Sucker, Zuni bluehead",Endangered
Elassoma alabamae,"Sunfish, spring pygmy",Threatened
Tanakia tanago,"Tango, Miyako (Tokyo bitterling)",Endangered
Probarbus jullieni,"Temoleh, Ikan (minnow)",Endangered
Poeciliopsis occidentalis,"Topminnow, Gila (incl. Yaqui)",Endangered
Cynoscion macdonaldi,Totoaba (seatrout or weakfish),Endangered
Oncorhynchus apache,"Trout, Apache",Threatened
Salvelinus confluentus,"Trout, bull [Lower 48 States DPS]",Threatened
Salvelinus confluentus,"Trout, bull",XN
Oncorhynchus gilae,"Trout, Gila",Threatened
Oncorhynchus clarkii stomias,"Trout, greenback cutthroat",Threatened
Oncorhynchus clarkii henshawi,"Trout, Lahontan cutthroat",Threatened
Oncorhynchus aguabonita whitei,"Trout, Little Kern golden",Threatened
Oncorhynchus clarkii seleniris,"Trout, Paiute cutthroat",Threatened
Plagopterus argentissimus,Woundfin,Endangered
Plagopterus argentissimus,Woundfin,XN
Scientific Name,Common Name,Status
Epioblasma othcaloogensis,"Acornshell, southern",Endangered
Elliptoideus sloatianus,"Bankclimber, purple",Threatened
Villosa choctawensis,"Bean, Choctaw",Endangered
Villosa trabalis,"Bean, Cumberland",Endangered
Villosa trabalis,"Bean, Cumberland",XN
Villosa trabalis,"Bean, Cumberland",XN
Villosa perpurpurea,"Bean, Purple",Endangered
Epioblasma torulosa gubernaculum,"Blossom, green",Endangered
Epioblasma torulosa torulosa,"Blossom, tubercled",Endangered
Epioblasma torulosa torulosa,"Blossom, tubercled",XN
Epioblasma turgidula,"Blossom, turgid",Endangered
Epioblasma turgidula,"Blossom, turgid",XN
Epioblasma florentina florentina,"Blossom, yellow",Endangered
Epioblasma florentina florentina,"Blossom, yellow",XN
Epioblasma obliquata obliquata,Purple cat's paw (pearlymussel),Endangered
Epioblasma obliquata obliquata,Purple cat's paw (pearlymussel),XN
Epioblasma obliquata perobliqua,"Catspaw, white (pearlymussel)",Endangered
Pleurobema clava,Clubshell,Endangered
Pleurobema clava,Clubshell,XN
Pleurobema curtum,"Clubshell, black",Endangered
Pleurobema perovatum,"Clubshell, ovate",Endangered
Pleurobema decisum,"Clubshell, southern",Endangered
Epioblasma brevidens,"Combshell, Cumberlandian",Endangered
Epioblasma brevidens,"Combshell, Cumberlandian",XN
Epioblasma brevidens,"Combshell, Cumberlandian",XN
Epioblasma (=Dysnomia) penita,"Combshell, southern",Endangered
Epioblasma metastriata,"Combshell, upland",Endangered
Fusconaia rotulata,"Ebonyshell, round",Endangered
Alasmidonta raveneliana,"Elktoe, Appalachian",Endangered
Alasmidonta atropurpurea,"Elktoe, Cumberland",Endangered
Cyprogenia stegaria,Fanshell,Endangered
Cyprogenia stegaria,Fanshell,XN
Lampsilis powelli,"Fatmucket, Arkansas",Threatened
Potamilus inflatus,"Heelsplitter, inflated",Threatened
Lasmigona decorata,"Heelsplitter, Carolina",Endangered
Lampsilis higginsii,Higgins eye (pearlymussel),Endangered
Popenaias popeii,"Hornshell, Texas",Endangered
Ptychobranchus subtentus,"Kidneyshell, fluted",Endangered
Ptychobranchus jonesi,"Kidneyshell, southern",Endangered
Ptychobranchus greenii,"Kidneyshell, triangular",Endangered
Lampsilis virescens,"Lampmussel, Alabama",Endangered
Lampsilis virescens,"Lampmussel, Alabama",XN
Elliptio lanceolata,"Lance, yellow",Threatened
Toxolasma cylindrellus,"Lilliput, pale",Endangered
Quadrula fragosa,"Mapleleaf, winged (mussel)",Endangered
Quadrula fragosa,"Mapleleaf, winged (mussel)",XN
Medionidus acutissimus,"Moccasinshell, Alabama",Threatened
Medionidus parvulus,"Moccasinshell, Coosa",Endangered
Medionidus penicillatus,"Moccasinshell, Gulf",Endangered
Medionidus simpsonianus,"Moccasinshell, Ochlockonee",Endangered
Medionidus walkeri,"Moccasinshell, Suwannee",Threatened
Quadrula sparsa,"Monkeyface, Appalachian (pearlymussel)",Endangered
Quadrula sparsa,"Monkeyface, Appalachian (pearlymussel)",XN
Quadrula intermedia,"Monkeyface, Cumberland",Endangered
Quadrula intermedia,"Monkeyface, Cumberland",XN
Quadrula intermedia,"Monkeyface, Cumberland",XN
Lampsilis rafinesqueana,"Mucket, Neosho",Endangered
Lampsilis perovalis,"Mucket, orangenacre",Threatened
Lampsilis abrupta,"Mucket, pink (pearlymussel)",Endangered
Epioblasma capsaeformis,"Mussel, oyster",Endangered
Epioblasma capsaeformis,"Mussel, oyster",XN
Epioblasma capsaeformis,"Mussel, oyster",XN
Villosa fabalis,"Mussel, rayed bean",Endangered
Leptodea leptodon,"Mussel, scaleshell",Endangered
Margaritifera marrianae,"Pearlshell, Alabama",Endangered
Margaritifera hembeli,"Pearlshell, Louisiana",Threatened
Lemiox rimosus,"Pearlymussel, birdwing",Endangered
Lemiox rimosus,"Pearlymussel, birdwing",XN
Lemiox rimosus,"Pearlymussel, birdwing",XN
Hemistena lata,"Pearlymussel, cracking",Endangered
Hemistena lata,"Pearlymussel, cracking",XN
Hemistena lata,"Pearlymussel, cracking",XN
Epioblasma florentina curtisii,"Pearlymussel, Curtis",Endangered
Dromus dromas,"Pearlymussel, dromedary",Endangered
Dromus dromas,"Pearlymussel, dromedary",XN
Dromus dromas,"Pearlymussel, dromedary",XN
Pegias fabula,"Pearlymussel, littlewing",Endangered
Megalonaias nicklineana,"Pearlymussel, Nicklin's",Endangered
Pleuronaia dolabelloides,"Pearlymussel, slabside",Endangered
Cyrtonaias tampicoensis tecomatensis,"Pearlymussel, Tampico",Endangered
Pleurobema gibberum,"Pigtoe, Cumberland",Endangered
Pleurobema furvum,"Pigtoe, dark",Endangered
Fusconaia cuneolus,"Pigtoe, finerayed",Endangered
Fusconaia cuneolus,"Pigtoe, finerayed",XN
Fusconaia cuneolus,"Pigtoe, finerayed",XN
Pleurobema marshalli,"Pigtoe, flat",Endangered
Pleurobema strodeanum,"Pigtoe, fuzzy",Threatened
Pleurobema hanleyianum,"Pigtoe, Georgia",Endangered
Pleurobema taitianum,"Pigtoe, heavy",Endangered
Fusconaia escambia,"Pigtoe, narrow",Threatened
Pleurobema pyriforme,"Pigtoe, oval",Endangered
Pleurobema plenum,"Pigtoe, rough",Endangered
Pleurobema plenum,"Pigtoe, rough",XN
Fusconaia cor,"Pigtoe, shiny",Endangered
Fusconaia cor,"Pigtoe, shiny",XN
Fusconaia cor,"Pigtoe, shiny",XN
Pleurobema georgianum,"Pigtoe, southern",Endangered
Fusconaia burkei,"Pigtoe, tapered",Threatened
Plethobasus cooperianus,"Pimpleback, orangefoot",Endangered
Plethobasus cooperianus,"Pimpleback, orangefoot",XN
Obovaria retusa,"Pink, ring",Endangered
Obovaria retusa,"Pink, ring",XN
Potamilus capax,"Pocketbook, fat",Endangered
Lampsilis altilis,"Pocketbook, finelined",Threatened
Arkansia wheeleri,"Rock-pocketbook, Ouachita",Endangered
Lampsilis subangulata,"Pocketbook, shinyrayed",Endangered
Lampsilis streckeri,"Pocketbook, speckled",Endangered
Quadrula cylindrica cylindrica,Rabbitsfoot,Threatened
Quadrula cylindrica strigillata,"Rabbitsfoot, rough",Endangered
Epioblasma torulosa rangiana,"Riffleshell, northern",Endangered
Epioblasma florentina walkeri (=E. walkeri),"Riffleshell, tan",Endangered
Hamiota australis,"Sandshell, southern",Threatened
Plethobasus cyphyus,Sheepnose,Endangered
Elliptio chipolaensis,"Slabshell, Chipola",Threatened
Epioblasma triquetra,Snuffbox (mussel),Endangered
Cumberlandia monodonta,Spectaclecase,Endangered
Elliptio spinosa,"Spinymussel, Altamaha",Endangered
Pleurobema collina,"Spinymussel, James",Endangered
Elliptio steinstansana,"Spinymussel, Tar River",Endangered
Quadrula stapes,Stirrupshell,Endangered
Amblema neislerii,"Threeridge, fat",Endangered
Plethobasus cicatricosus,"Wartyback, white",Endangered
Plethobasus cicatricosus,"Wartyback, white",XN
Alasmidonta heterodon,"Wedgemussel, dwarf",Endangered
Scientific Name,Common Name,Status
Haliotis cracherodii,"Abalone, Black",Endangered
Haliotis sorenseni,"Abalone, white",Endangered
Oxyloma haydeni kanabensis,"Ambersnail, Kanab",Endangered
Campeloma decampi,"Campeloma, slender",Endangered
Antrobia culveri,"Cavesnail, Tumbling Creek",Endangered
Elimia crenatella,"Elimia, lacy",Threatened
Pleurocera foremani,"Hornsnail, rough",Endangered
Lanx sp.,"Limpet, Banbury Springs",Endangered
Lioplax cyclostomaformis,"Lioplax, cylindrical",Endangered
Pyrgulopsis (=Marstonia) pachyta,"Marstonia, armored (snail)",Endangered
Pyrgulopsis ogmorhaphe,"Marstonia, royal",Endangered
Lepyrium showalteri,"Pebblesnail, flat",Endangered
Assiminea pecos,Pecos assiminea,Endangered
Athearnia anthonyi,"Riversnail, Anthony's",Endangered
Athearnia anthonyi,"Riversnail, Anthony's",XN
Athearnia anthonyi,"Riversnail, Anthony's",XN
Leptoxis foremani,"Rocksnail, interrupted",Endangered
Leptoxis taeniata,"Rocksnail, painted",Threatened
Leptoxis plicata,"Rocksnail, plicate",Endangered
Leptoxis ampla,"Rocksnail, round",Threatened
Taylorconcha serpenticola,"Snail, Bliss Rapids",Threatened
Succinea chittenangoensis,"Snail, Chittenango ovate amber",Threatened
Triodopsis platysayoides,"Snail, flat-spired three-toothed",Threatened
Samoana fragilis,"Snail, fragile tree (Akaleha dogas, Denden)",Endangered
Partula radiolata,"Snail, Guam tree (Akaleha, Denden)",Endangered
Partula gibba,"Snail, humped tree (Akaleha, Denden)",Endangered
Discus macclintocki,"Snail, Iowa Pleistocene",Endangered
Partulina semicarinata,"Snail, Lanai tree",Endangered
Partulina variabilis,"Snail, Lanai tree",Endangered
Partula langfordi,"Snail, Langford's tree (Akaleha, Denden)",Endangered
Papustyla pulcherrima,"Snail, Manus Island tree",Endangered
Helminthoglypta walkeriana,"Snail, Morro shoulderband (=Banded dune)",Endangered
Erinna newcombi,"Snail, Newcomb's",Threatened
Newcombia cumingi,"Snail, Newcomb's tree",Endangered
Eua zebrina,Snail [no common name],Endangered
Ostodes strigatus,Snail [no common name],Endangered
Mesodon clarki nantahala,"Snail, noonday",Threatened
Anguispira picta,"Snail, painted snake coiled forest",Threatened
Physa natricina,"Snail, Snake River physa",Endangered
Orthalicus reses(not incl. nesodryas ),"Snail, Stock Island tree",Threatened
Tulotoma magnifica,"Snail, tulotoma",Threatened
Polygyriscus virginianus,"Snail, Virginia fringed mountain",Endangered
Achatinella spp.,"Snails, Oahu tree",Endangered
Tryonia alamosae,"Springsnail, Alamosa",Endangered
Pyrgulopsis bruneauensis,"Springsnail, Bruneau Hot",Endangered
Pyrgulopsis chupaderae,"Springsnail, Chupadera",Endangered
Juturnia kosteria,"Springsnail, Koster's",Endangered
Pyrgulopsis texana,"Springsnail, Phantom",Endangered
Pyrgulopsis roswellensis,"Springsnail, Roswell",Endangered
Pyrgulopsis bernardina,"Springsnail, San Bernardino",Threatened
Pyrgulopsis neomexicana,"Springsnail, Socorro",Endangered
Pyrgulopsis trivialis,"Springsnail, Three Forks",Endangered
Pseudotryonia adamantina,"Tryonia, Diamond",Endangered
Tryonia circumstriata,"Tryonia, Gonzales",Endangered
Tryonia cheatumi,"Tryonia, Phantom",Endangered
Scientific Name,Common Name,Status
Bombus affinis,"Bee, bumble, rusty patched",Endangered
Hylaeus anthracinus,"Bee, yellow-faced",Endangered
Hylaeus assimulans,"Bee, yellow-faced",Endangered
Hylaeus facilis,"Bee, yellow-faced",Endangered
Hylaeus hilaris,"Bee, yellow-faced",Endangered
Hylaeus kuakea,"Bee, yellow-faced",Endangered
Hylaeus longiceps,"Bee, yellow-faced",Endangered
Hylaeus mana,"Bee, yellow-faced",Endangered
Nicrophorus americanus,"Beetle, American burying",Endangered
Nicrophorus americanus,"Beetle, American burying",XN
Dinacoma caseyi,"Beetle, Casey's June",Endangered
Batrisodes texanus,"Beetle, Coffin Cave mold",Endangered
Stygoparnus comalensis,"Beetle, Comal Springs dryopid",Endangered
Heterelmis comalensis,"Beetle, Comal Springs riffle",Endangered
Elaphrus viridis,"Beetle, delta green ground",Threatened
Batrisodes venyivi,"Beetle, Helotes mold",Endangered
Brychius hungerfordi,"Beetle, Hungerford's crawling water",Endangered
Texamaurops reddelli,"Beetle, Kretschmarr Cave mold",Endangered
Cicindelidia floridana,"Beetle, Miami tiger",Endangered
Polyphylla barbata,"Beetle, Mount Hermon June",Endangered
Rhadine exilis,"Beetle, (no common name)",Endangered
Rhadine infernalis,"Beetle, (no common name)",Endangered
Cicindela dorsalis dorsalis,"Beetle, Northeastern beach tiger",Threatened
Cicindela ohlone,"Beetle, Ohlone tiger",Endangered
Cicindela puritana,"Beetle, Puritan tiger",Threatened
Cicindela nevadica lincolniana,"Beetle, Salt Creek tiger",Endangered
Rhadine persephone,"Beetle, Tooth Cave ground",Endangered
Desmocerus californicus dimorphus,"Beetle, valley elderberry longhorn",Threatened
Strymon acis bartrami,"Butterfly, Bartram's scrub-hairstreak",Endangered
Euphydryas editha bayensis,"Butterfly, bay checkerspot",Threatened
Speyeria zerene behrensii,"Butterfly, Behren's silverspot",Endangered
Speyeria callippe callippe,"Butterfly, callippe silverspot",Endangered
Leptotes cassius theonus,"Butterfly, cassius blue",Threatened (S/A)
Hemiargus ceraunus antibubastus,"Butterfly, ceraunus blue",Threatened (S/A)
Papilio hospiton,"Butterfly, Corsican swallowtail",Endangered
Euphilotes battoides allyni,"Butterfly, El Segundo blue",Endangered
Icaricia icarioides fenderi,"Butterfly, Fender's blue",Endangered
Anaea troglodyta floridalis,"Butterfly, Florida leafwing",Endangered
Papilio homerus,"Butterfly, Homerus swallowtail",Endangered
Lycaeides melissa samuelis,"Butterfly, Karner blue",Endangered
Apodemia mormo langei,"Butterfly, Lange's metalmark",Endangered
Lycaeides argyrognomon lotis,"Butterfly, lotis blue",Endangered
Papilio chikae,"Butterfly, Luzon peacock swallowtail",Endangered
Hypolimnas octocula marianensis,"Butterfly, Mariana eight-spot (Ababbang, Libweibwogh)",Endangered
Vagrans egistina,"Butterfly, Mariana wandering (Ababbang, Libweibwogh)",Endangered
Cyclargus thomasi bethunebakeri,"Butterfly, Miami blue",Endangered
Icaricia icarioides missionensis,"Butterfly, mission blue",Endangered
Neonympha mitchellii mitchellii,"Butterfly, Mitchell's satyr",Endangered
Icaricia (Plebejus) shasta charlestonensis,"Butterfly, Mount Charleston blue",Endangered
Speyeria zerene myrtleae,"Butterfly, Myrtle's silverspot",Endangered
Cyclargus ammon,"Butterfly, nickerbean blue",Threatened (S/A)
Speyeria zerene hippolyta,"Butterfly, Oregon silverspot",Threatened
Speyeria zerene hippolyta,"Butterfly, Oregon silverspot",XN
Glaucopsyche lygdamus palosverdesensis,"Butterfly, Palos Verdes blue",Endangered
